,id,name,BRNtype,ra,dec,const,majax,minax,pa,bmag,vmag,jmag,hmag,kmag,sbrightn,hubble,parallax,pmra,pmdec,radvel,redshift,cstarumag,cstarbmag,cstarvmag,messier,ngc,ic,cstarnames,identifiers,commonnames,nednotes,ongcnotes,notngc,Id,CAT,CAT_ID,H_id,Name_type
13,6000,NGC0381,OCl,0.29801569699855346,1.0748309613924791,Cas,6.0,,,,9.3,,,,,,0.847,1.602,-2.263,-22.0,-7.5e-05,,,,,,,,MWSC 0105,,,,False,13,NGC,381,H13,open cluster
14,6023,NGC0404,G,0.3030342458185588,0.6233991262957401,And,3.4,3.37,90.0,11.19,10.55,,,,22.61,E-S0,,,,-32.0,-0.000107,,,,,,,,"IRAS 01066+3527,MCG +06-03-018,PGC 004126,UGC 00718",,,,False,14,NGC,404,H14,galaxy
15,6058,NGC0436,OCl,0.33145111492311313,1.0265522454002294,Cas,5.7,,,8.01,8.8,,,,,,0.262,-0.986,-0.577,-74.0,-0.000248,,,,,,,,MWSC 0111,,,,False,15,NGC,436,H15,open cluster
16,6081,NGC0457,OCl,0.3470769022721141,1.0173645413295223,Cas,7.8,,,6.97,6.4,,,,,,0.318,-1.586,-0.661,-12.0,-3.9e-05,,,,,,,,"C 013,MWSC 0114",Owl Cluster,,,False,16,NGC,457,H16,Owl Cluster
17,6112,NGC0488,G,0.356836201672849,0.0917471106405308,Psc,5.05,3.66,13.0,11.13,10.26,7.91,7.03,6.96,23.15,Sb,,,,2263.0,0.007579,,,,,,,,"2MASX J01214684+0515241,IRAS 01191+0459,MCG +01-04-033,PGC 004946,SDSS J012146.79+051524.7,UGC 00907",,,,False,17,NGC,488,H17,galaxy
18,6151,NGC0524,G,0.3699894392481913,0.16648404846565243,Psc,3.37,3.35,55.0,11.4,10.35,8.13,7.43,7.16,22.78,S0-a,,,,2420.0,0.008106,,,,,,,,"2MASX J01244770+0932196,IRAS 01221+0916,MCG +01-04-053,PGC 005222,SDSS J012447.74+093220.0,UGC 00968",,,,False,18,NGC,524,H18,galaxy
19,6191,NGC0559,OCl,0.3907479490390989,1.1048186268238283,Cas,9.0,,,9.85,9.5,,,,,,0.325,-4.258,0.254,-77.0,-0.000258,,,,,,,,"C 008,MWSC 0122",,,,False,19,NGC,559,H19,open cluster
20,6216,NGC0584,G,0.3985713874111634,-0.11987018265433279,Cet,3.78,2.51,104.0,11.31,10.35,8.24,7.48,7.3,23.06,E,,,,1833.0,0.006134,,,,,,1712,,"2MASX J01312075-0652050,MCG -01-04-060,PGC 005663",,Position in 1996ApJS..106....1W is 12 arcsec south of the nucleus.,,False,20,NGC,584,H20,galaxy
21,6228,NGC0596,G,0.40521309243552345,-0.1227286441181546,Cet,2.14,1.58,36.0,11.85,10.95,8.87,8.19,7.98,22.36,E,,,,1856.0,0.006211,,,,,,,,"2MASX J01325190-0701535,MCG -01-05-005,PGC 005766",,,,False,21,NGC,596,H21,galaxy
22,6230,NGC0598,G,0.40948987632343126,0.5351218271709103,Tri,62.09,36.73,23.0,6.35,5.79,5.04,4.35,4.1,23.61,Sc,,,,-179.0,-0.000598,,,,033,,,,"2MASX J01335090+3039357,IRAS 01310+3024,MCG +05-04-069,PGC 005818,UGC 01117","Triangulum Galaxy,Triangulum Pinwheel",,,False,22,NGC,598,H22,Triangulum Galaxy
23,6245,NGC0613,G,0.4114737339065315,-0.5134472619295464,Scl,5.48,4.51,125.0,10.74,10.35,7.92,7.38,7.03,23.02,Sbc,,,,1481.0,0.004951,,,,,,,,"2MASX J01341823-2925065,ESO 413-011,ESO-LV 413-0110,IRAS 01319-2940,MCG -05-04-044,PGC 005849",,,,False,23,NGC,613,H23,galaxy
24,6247,NGC0615,G,0.4149287586049586,-0.128112500046876,Cet,3.18,1.16,164.0,12.43,11.66,9.51,8.86,8.56,22.98,Sb,,,,1841.0,0.00616,,,,,,,,"2MASX J01350567-0720250,IRAS 01325-0735,MCG -01-05-008,PGC 005897",,,,False,24,NGC,615,H24,galaxy
25,6269,NGC0637,OCl,0.44964844797077747,1.117648736080711,Cas,4.5,,,8.56,8.2,,,,,,0.338,-1.204,0.026,-46.0,-0.000153,,,,,,,,MWSC 0133,,,,False,25,NGC,637,H25,open cluster
26,6288,NGC0651,Dup,0.446490856465711,0.9001618035486544,Per,,,,,,,,,,,,,,,,,,,,0650,,,,,,,False,26,NGC,651,H26,Little Dumbbell Nebula
27,6291,NGC0654,OCl,0.4537441539487908,1.0800572528748398,Cas,6.3,,,7.34,6.5,,,,,,0.313,-1.086,-0.265,-39.0,-0.000129,,,,,,,,MWSC 0137,,,,False,27,NGC,654,H27,open cluster
28,6296,NGC0659,OCl,0.45545748549783194,1.0588767127745264,Cas,4.2,,,8.4,7.9,,,,,,0.287,-0.796,-0.257,,,,,,,,,,MWSC 0138,,,,False,28,NGC,659,H28,open cluster
29,6300,NGC0663,OCl,0.46367944071576855,1.0684590551816566,Cas,6.0,,,7.78,7.1,,,,,,0.32,-1.11,-0.235,-32.0,-0.000108,,,,,,,,"C 010,MWSC 0139",,,,False,29,NGC,663,H29,open cluster
30,6396,NGC0752,OCl,0.5130409880647765,0.6603172032985503,And,39.0,,,6.47,5.7,,,,,,2.2304,9.809,-11.764,5.0,1.6e-05,,,,,,,,"C 028,MWSC 0151",,,,False,31,NGC,752,H31,open cluster
31,6416,NGC0772,G,0.5206593502497318,0.3317439423865033,Ari,4.57,2.52,131.0,10.71,10.3,8.17,7.44,7.2,22.32,Sb,,,,2483.0,0.00832,,,,,,,,"2MASX J01591958+1900271,IRAS 01565+1845,MCG +03-06-011,PGC 007525,SDSS J015919.55+190027.5,UGC 01466",,,,False,32,NGC,772,H32,galaxy
32,6423,NGC0779,G,0.5223101408339097,-0.10407737699218964,Cet,1.35,0.58,160.0,11.96,11.21,8.95,8.27,8.07,20.75,SABb,,,,1385.0,0.004631,,,,,,,,"IRAS 01571-0612,MCG -01-06-016,PGC 007544",,,,False,33,NGC,779,H33,galaxy
33,6519,NGC0869,OCl,0.6063971953129098,0.9968840721847312,Per,14.4,,,4.3,3.7,,,,,,0.3942,-0.694,-1.083,-39.0,-0.00013,,,,,,,,MWSC 0175,h Persei Cluster,,Caldwell 14 refers to both NGC869 and NGC884,False,34,NGC,869,H34,Double Cluster
34,6534,NGC0884,OCl,0.6219262623325293,0.9973528870143641,Per,10.5,,,4.4,3.8,,,,,,0.3976,-0.602,-1.062,-45.0,-0.000149,,,,,,,,MWSC 0184,chi Persei Cluster,,Caldwell 14 refers to both NGC869 and NGC884,False,35,NGC,884,H35,Double Cluster
35,6541,NGC0891,G,0.6220215282208674,0.7391319089954842,And,13.03,3.03,22.0,10.84,10.01,7.26,6.36,5.94,24.17,Sb,,,,528.0,0.001763,,,,,,,,"2MASX J02223290+4220539,C 023,IRAS 02193+4207,MCG +07-05-046,PGC 009031,UGC 01831",,,,False,36,NGC,891,H36,galaxy
36,6558,NGC0908,G,0.6242875473663734,-0.3706007893000704,Cet,6.14,2.82,77.0,10.82,10.31,8.16,7.49,7.23,22.86,SABc,,,,1494.0,0.004996,,,,,,,,"2MASX J02230456-2114018,ESO 545-011,ESO-LV 545-0110,IRAS 02207-2127,MCG -04-06-035,PGC 009057,UGCA 029",,,,False,37,NGC,908,H37,galaxy
37,6586,NGC0936,G,0.6441326681820706,-0.020180854289865543,Cet,4.44,3.18,133.0,11.19,10.23,7.84,7.14,6.91,23.14,S0-a,,,,1226.0,0.004096,,,,,,,,"2MASX J02273746-0109226,MCG +00-07-017,PGC 009359,SDSS J022737.44-010921.5,SDSS J022737.44-010921.6,UGC 01929",,,,False,38,NGC,936,H38,galaxy
38,6679,NGC1022,G,0.6917837928641241,-0.11654290636087802,Cet,2.6,1.5,74.0,12.11,11.35,9.45,8.79,8.5,22.66,SBa,,,,1470.0,0.004915,,,,,,,,"2MASX J02383270-0640386,IRAS 02360-0653,MCG -01-07-025,PGC 010010",,,,False,39,NGC,1022,H39,galaxy
39,6680,NGC1023,G,0.6998777572702478,0.681782813843356,Per,7.4,3.06,87.0,9.56,9.47,7.16,6.49,6.24,22.59,E-S0,,,,637.0,0.002127,,,,,,,,"2MASX J02402401+3903477,MCG +06-06-073,PGC 010123,UGC 02154",,,,False,40,NGC,1023,H40,galaxy
40,6685,NGC1027,OCl,0.7094079822066586,1.0750244020512418,Cas,7.8,,,7.28,6.7,,,,,,0.882,-1.753,2.09,15.0,5e-05,,,,,,1824,,MWSC 0225,,The IC identification is not certain.,,False,41,NGC,1027,H41,open cluster
41,6713,NGC1052,G,0.7028440897781165,-0.14409050453520297,Cet,2.94,2.07,109.0,11.45,11.04,8.37,7.71,7.45,22.65,E,,,,1474.0,0.00493,,,,,,,,"2MASX J02410480-0815209,IRAS 02386-0828,MCG -01-07-034,PGC 010175",,,,False,42,NGC,1052,H42,galaxy
42,6716,NGC1055,G,0.7057842423472054,0.007734717468421538,Cet,6.92,3.53,104.0,11.41,10.6,8.25,7.49,7.15,23.87,SBb,,,,993.0,0.003319,,,,,,,,"2MASX J02414523+0026354,IRAS 02391+0013,MCG +00-07-081,PGC 010208,SDSS J024144.78+002642.4,UGC 02173",,Confused and extended HIPASS source,,False,43,NGC,1055,H43,galaxy
43,6747,NGC1084,G,0.7243050945929518,-0.13226929254870914,Eri,3.4,2.25,36.0,11.18,10.6,8.84,8.21,7.93,22.24,Sc,,,,1400.0,0.004682,,,,,,,,"2MASX J02455992-0734431,IRAS 02435-0747,MCG -01-08-007,PGC 010464,SDSS J024559.90-073442.4",,Extended HIPASS source,,False,44,NGC,1084,H44,galaxy
44,6916,NGC1245,OCl,0.8494997435000701,0.8244707523991092,Per,11.4,,,9.16,8.4,,,,,,0.289,0.504,-1.579,-29.0,-9.8e-05,,,,,,,,MWSC 0264,,,,False,45,NGC,1245,H45,open cluster
45,7021,NGC1342,OCl,0.923578789159926,0.652393408494496,Per,6.3,,,7.35,6.7,,,,,,1.502,0.52,-1.604,-11.0,-3.6e-05,,,,,,,,MWSC 0283,,,,False,46,NGC,1342,H46,open cluster
46,7091,NGC1407,G,0.9607935721355751,-0.3242841142752709,Eri,5.73,5.27,60.0,10.69,9.65,7.64,6.99,6.7,23.36,E,,,,1779.0,0.005952,,,,,,,,"2MASX J03401190-1834493,ESO 548-067,ESO-LV 548-0670,MCG -03-10-030,PGC 013505",,,,False,47,NGC,1407,H47,galaxy
47,7130,NGC1444,OCl,1.0013012096333203,0.9190089354017875,Per,3.6,,,7.04,6.6,,,,,,0.832,-0.746,-1.829,-37.0,-0.000123,,,,,,,,MWSC 0308,,,,False,48,NGC,1444,H48,open cluster
48,7189,NGC1501,PN,1.0776949982136337,1.0632667006569734,Cam,0.87,,,13.3,11.5,13.2,12.92,12.79,,,0.5673,2.201,-5.196,37.0,0.000123,14.34,15.17,14.39,,,,,"IRAS 04026+6047,PN G144.5+06.5",,,,False,49,NGC,1501,H49,nebula
49,7190,NGC1502,OCl,1.0813260102783036,1.0878903875205266,Cam,10.2,,,7.47,6.9,,,,,,0.916,-0.571,-0.848,-16.0,-5.4e-05,,,,,,,,MWSC 0343,,,,False,50,NGC,1502,H50,open cluster
50,7203,NGC1513,OCl,1.0904453556199738,0.8642395338468433,Per,5.1,,,8.71,8.4,,,,,,0.651,1.324,-3.679,-15.0,-4.9e-05,,,,,,,,MWSC 0346,,,,False,51,NGC,1513,H51,open cluster
51,7221,NGC1528,OCl,1.1140196632707657,0.893808805071395,Per,9.6,,,6.83,6.4,,,,,,0.948,2.181,-2.246,-10.0,-3.4e-05,,,,,,,,MWSC 0353,,,,False,52,NGC,1528,H52,open cluster
52,7229,NGC1535,PN,1.1094309017790638,-0.22234428080309315,Eri,0.85,,,9.6,9.6,10.9,10.86,10.25,,,0.8232,3.374,-1.626,-1.0,-5e-06,,12.19,12.18,,,,"BD -13 842,HD 26847","2MASX J04141578-1244216,IRAS 04119-1251,PN G206.4-40.5",,,,False,53,NGC,1535,H53,nebula
53,7240,NGC1545,OCl,1.1385553564511974,0.8771210333539237,Per,4.2,,,7.2,6.2,,,,,,1.367,-1.957,-0.082,-13.0,-4.4e-05,,,,,,,,MWSC 0369,,,,False,54,NGC,1545,H54,open cluster
54,7342,NGC1647,OCl,1.2475882564848484,0.3332725599230416,Tau,27.0,,,6.82,6.4,,,,,,1.675,-1.057,-1.502,-2.0,-8e-06,,,,,,,,MWSC 0416,,,,False,55,NGC,1647,H55,open cluster
55,7359,NGC1664,OCl,1.2701219115691385,0.7622929129831301,Aur,11.4,,,8.02,7.6,,,,,,0.734,1.703,-5.738,7.0,2.2e-05,,,,,,,,MWSC 0430,,,,False,56,NGC,1664,H56,open cluster
56,7484,NGC1788,RfN,1.3390471453919595,-0.05831096549544944,Ori,2.0,2.0,,5.8,,,,,,,,,,,,,,,,,,,"IRAS 05044-0325,LBN 916",,"Identified as IR cirrus by Strauss, et al (1992, ApJS, 83, 29).",,False,57,NGC,1788,H57,nebula
57,7515,NGC1817,OCl,1.3632672248659892,0.2911921868437773,Tau,9.3,,,8.44,7.7,,,,,,0.551,0.485,-0.89,66.0,0.000221,,,,,,,,MWSC 0484,,,,False,58,NGC,1817,H58,open cluster
58,7555,NGC1857,OCl,1.396667736205509,0.6866755535131136,Aur,4.5,,,8.08,7.0,,,,,,0.32,0.553,-1.31,0.0,2e-06,,,,,,,,MWSC 0505,,,,False,59,NGC,1857,H59,open cluster
59,7605,NGC1907,OCl,1.4315008719727074,0.6165491937953436,Aur,5.4,,,8.87,8.2,,,,,,0.611,-0.04,-3.418,3.0,9e-06,,,,,,,,MWSC 0552,,,,False,60,NGC,1907,H60,open cluster
60,7629,NGC1931,Cl+N,1.4461034600477267,0.5977151519116004,Aur,4.8,,,,10.1,,,,,,,1.58,-7.55,,,,,,,,,,"2MASX J05312534+3414475,LBN 810,MWSC 0564",,,,False,61,NGC,1931,H61,cluster
61,7659,NGC1961,G,1.4925946679977256,1.2108822854675236,Cam,4.42,3.1,85.0,11.79,11.54,8.79,8.01,7.73,23.47,SABb,,,,3889.0,0.013056,,,,,,2133,,"2MASX J05420477+6922421,IRAS 05365+6921,MCG +12-06-007,PGC 017625,UGC 03334",,,,False,62,NGC,1961,H62,galaxy
62,7662,NGC1964,G,1.4545690341404207,-0.38302607913322667,Lep,5.16,2.33,31.0,11.53,10.91,8.65,7.93,7.68,23.25,SABb,2.3938,-4.357,16.233,1656.0,0.005538,,,,,,,,"2MASX J05332175-2156447,ESO 554-010,ESO-LV 554-0100,IRAS 05312-2158,MCG -04-14-003,PGC 017436",,,,False,63,NGC,1964,H63,galaxy
63,7678,NGC1980,Cl+N,1.4636032946810567,-0.10314701953814044,Ori,9.3,,,,2.5,,,,,,,0.46,-1.01,23.0,7.7e-05,,,,,,,,"LBN 977,MWSC 0586",Lower Sword,,,False,64,NGC,1980,H64,Lost Jewel of Orion
64,7697,NGC1999,RfN,1.4679200756976558,-0.11721388849553363,Ori,2.0,2.0,,9.5,,,,,,,,,,,,,,,,,,,LBN 979,,,,False,65,NGC,1999,H65,nebula
65,7720,NGC2022,PN,1.4927081143991052,0.15858982729614587,Ori,0.32,,,12.4,11.6,15.42,11.79,11.03,,,0.5312,-0.331,-1.536,14.0,4.7e-05,,15.89,,,,,HD 37882,"IRAS 05393+0903,PN G196.6-10.9",,,,False,66,NGC,2022,H66,nebula
66,7722,NGC2024,Neb,1.4909889650858907,-0.032398159053825856,Ori,30.0,30.0,,,,,,,,,,,,9.0,2.9e-05,,,,,,,,,,,,False,67,NGC,2024,H67,Flame Nebula
67,7826,NGC2126,OCl,1.5819213463353172,0.8703244303584491,Aur,5.4,,,,,,,,,,0.747,0.848,-2.615,,,,,,,,,,MWSC 0708,,,,False,68,NGC,2126,H68,open cluster
68,7829,NGC2129,OCl,1.5756352521460508,0.4070485970322042,Gem,3.9,,,7.31,6.7,,,,,,0.491,0.266,-2.216,12.0,3.9e-05,,,,,,,,MWSC 0704,,,,False,69,NGC,2129,H69,open cluster
69,7859,NGC2158,OCl,1.6032020004607797,0.4205574454426403,Gem,8.4,,,9.49,8.6,,,,,,0.1833,-0.167,-1.993,27.0,9.1e-05,,,,,,,,MWSC 0733,,,,False,70,NGC,2158,H70,open cluster
70,7870,NGC2169,OCl,1.6074736938050356,0.24373280597260255,Ori,7.2,,,5.99,5.9,,,,,,0.982,-1.068,-1.655,23.0,7.7e-05,,,,,,,,MWSC 0740,,,,False,71,NGC,2169,H71,open cluster
71,7886,NGC2185,Neb,1.618827060589259,-0.10867922845328135,Mon,2.0,2.0,,12.9,,,,,,,,,,,,,,,,,,,LBN 997,,,,False,72,NGC,2185,H72,nebula
72,7887,NGC2186,OCl,1.623674712586673,0.09527025166115381,Ori,4.2,,,9.2,8.7,,,,,,0.413,0.415,-1.993,20.0,6.7e-05,,,,,,,,MWSC 0787,,,,False,73,NGC,2186,H73,open cluster
73,7897,NGC2194,OCl,1.6308581968996732,0.22351849953874048,Ori,8.7,,,9.03,8.5,,,,,,0.263,0.535,-1.468,8.0,2.5e-05,,,,,,,,MWSC 0803,,,,False,74,NGC,2194,H74,open cluster
74,7907,NGC2204,OCl,1.6385892782654863,-0.325780734108856,CMa,6.3,,,9.35,8.6,,,,,,0.209,-0.56,1.964,92.0,0.000308,,,,,,,,MWSC 0822,,,,False,75,NGC,2204,H75,open cluster
75,7918,NGC2215,OCl,1.6616443504638096,-0.1271259042058181,Mon,8.4,,,8.85,8.45,,,,,,1.021,0.436,-3.673,-2.0,-8e-06,,,,,,,,MWSC 0843,,,,False,76,NGC,2215,H76,open cluster
76,7935,NGC2232,OCl,1.6930515503534478,-0.0846038658630629,Mon,9.9,,,,3.9,,,,,,3.071,-4.774,-1.901,26.0,8.6e-05,,,,,,,,MWSC 0861,,,,False,77,NGC,2232,H77,open cluster
77,7947,NGC2244,Dup,1.710099781042824,0.0862706552987175,Mon,,,,,,,,,,,,,,,,,,,,2239,,,,,,,False,78,NGC,2244,H78,open cluster
78,7954,NGC2251,OCl,1.7219476577817787,0.14602103261338115,Mon,5.7,,,7.69,7.3,,,,,,0.658,0.697,-3.806,25.0,8.2e-05,,,,,,,,MWSC 0916,,,,False,79,NGC,2251,H79,open cluster
79,7967,NGC2264,Cl+N,1.7495653115330243,0.17270857131741774,Mon,11.4,,,,3.9,,,,,,1.354,-1.69,-3.727,22.0,7.2e-05,,,,,,,,"LBN 911,MWSC 0954",Christmas Tree Cluster,,,False,80,NGC,2264,H80,Cone Nebula
80,7969,NGC2266,OCl,1.7598162120064043,0.47070754224397293,Gem,4.2,,,,9.5,,,,,,0.273,-0.473,-1.272,38.0,0.000126,,,,,,,,MWSC 0967,,,,False,81,NGC,2266,H81,open cluster
81,7986,NGC2281,OCl,1.7815331984448652,0.7169613793583451,Aur,10.8,,,6.05,5.4,,,,,,1.896,-2.946,-8.321,20.0,6.5e-05,,,,,,,,MWSC 0989,,,,False,82,NGC,2281,H82,open cluster
82,7991,NGC2286,OCl,1.778793758739756,-0.05493714708860818,Mon,5.4,,,8.16,7.5,,,,,,0.407,0.188,-1.468,36.0,0.000119,,,,,,,,MWSC 0987,,,,False,83,NGC,2286,H83,open cluster
83,8006,NGC2301,OCl,1.796620115387313,0.00801445496242174,Mon,10.8,,,6.3,6.0,,,,,,1.135,-1.367,-2.179,27.0,8.8e-05,,,,,,,,MWSC 1000,Great Bird Cluster,,,False,84,NGC,2301,H84,open cluster
84,8009,NGC2304,OCl,1.811623401969769,0.31403321380189086,Gem,4.8,,,,10.0,,,,,,0.219,-0.024,-1.514,39.0,0.000132,,,,,,,,MWSC 1019,,,,False,85,NGC,2304,H85,open cluster
85,8016,NGC2311,OCl,1.8229636787846024,-0.08048294957363183,Mon,6.0,,,,9.6,,,,,,0.462,-1.343,0.93,,,,,,,,,,MWSC 1035,,,,False,86,NGC,2311,H86,open cluster
86,8029,NGC2324,OCl,1.8506278746492342,0.018231903291805213,Mon,8.7,,,8.83,8.4,,,,,,0.191,-0.309,-0.094,42.0,0.000139,,,,,,,,MWSC 1084,,,,False,87,NGC,2324,H87,open cluster
87,8041,NGC2335,OCl,1.8623717588535909,-0.1750327681046569,Mon,8.7,,,7.76,7.2,,,,,,0.585,-0.784,-0.642,9.0,2.9e-05,,,,,,,,MWSC 1100,,,,False,88,NGC,2335,H88,open cluster
88,8049,NGC2343,OCl,1.8679968095886643,-0.1852982129884702,Mon,7.5,,,7.05,6.7,,,,,,0.898,0.193,-0.195,15.0,5e-05,,,,,,,,MWSC 1119,,,,False,89,NGC,2343,H89,Christmas Tree Cluster
89,8059,NGC2353,OCl,1.895886443815012,-0.1791730769413323,Mon,6.6,,,7.3,7.1,,,,,,0.816,-1.121,0.72,33.0,0.000109,,,,,,,,MWSC 1152,,,,False,90,NGC,2353,H90,open cluster
90,8060,NGC2354,OCl,1.8940654836287647,-0.44835617710378,CMa,4.8,,,7.28,6.5,,,,,,0.753,-2.885,1.832,33.0,0.000111,,,,,,,,MWSC 1148,,,,False,91,NGC,2354,H91,open cluster
91,8061,NGC2355,OCl,1.906718393485202,0.23998034808081475,Gem,6.0,,,,9.7,,,,,,0.497,-3.802,-1.086,35.0,0.000118,,,,,2356,,,MWSC 1160,,,,False,92,NGC,2355,H92,open cluster
92,8066,NGC2360,OCl,1.9099079826932215,-0.27299228125492525,CMa,9.0,,,7.62,7.2,,,,,,0.9018,0.385,5.589,27.0,9.1e-05,,,,,,,,"C 058,MWSC 1165",Caroline's Cluster,,,False,93,NGC,2360,H93,open cluster
93,8068,NGC2362,OCl,1.9141513144371327,-0.4355328552384327,CMa,7.2,,,,4.1,,,,,,0.742,-2.791,2.953,29.0,9.6e-05,,,,,,,,"C 064,MWSC 1173,Tau CMa",,,,False,94,NGC,2362,H94,Tau Canis Majoris Cluster
94,8079,NGC2371,PN,1.9441993391717802,0.5147087471277932,Gem,2.2,0.96,125.0,13.0,11.2,15.21,15.5,15.49,,,0.5322,-1.313,-7.069,21.0,7e-05,13.28,14.48,14.85,,2372,,UCAC2 42051185,"IRAS 07224+2935,PN G189.1+19.8",,"Identified as a planetary neb. by Strauss, et al (1992, ApJS, 83, 29).",,False,95,NGC,2371,H95,nebula
95,8080,NGC2372,Dup,1.9441993391717802,0.5147087471277932,Gem,,,,,,,,,,,,,,,,,,,,2371,,,,,,,False,96,NGC,2372,H96,nebula
96,8100,NGC2392,PN,1.9599145746449456,0.3649803442949675,Gem,0.86,,,10.12,9.61,10.87,10.92,10.94,,,0.5004,-1.412,0.55,84.0,0.000281,9.3,10.38,10.53,,,,"BD +21 1609,HD 59088,HIP 36369,TYC 1372-01287-1","C 039,IRAS 07262+2100,PN G197.8+17.3",Eskimo Nebula,,,False,97,NGC,2392,H97,Eskimo Nebula
97,8103,NGC2395,OCl,1.9513399174740018,0.23750779830715615,Gem,4.62,,,8.81,8.0,,,,,,,-0.08,-6.12,,,,,,,,,,MWSC 1228,,,,False,98,NGC,2395,H98,open cluster
98,8115,NGC2403,G,1.9934132607548902,1.1449805921669423,Cam,19.95,10.07,126.0,8.83,8.43,6.98,6.42,6.19,23.48,SABc,,,,129.0,0.00043,,,,,,,,"2MASX J07365139+6536091,C 007,IRAS 07321+6543,MCG +11-10-007,PGC 021396,UGC 03918",,,,False,99,NGC,2403,H99,galaxy
99,8131,NGC2419,GCl,1.9989801338482305,0.6785835283617142,Lyn,4.5,,,,10.05,,,,,,,-0.02,-0.57,-21.0,-6.9e-05,,,,,,,,"2MASX J07380795+3852479,C 025,MWSC 1290",,,,False,100,NGC,2419,H100,globular cluster
100,8132,NGC2420,OCl,2.000140050580285,0.3765387872663,Gem,7.5,,,9.0,8.3,,,,,,0.363,-1.19,-2.125,74.0,0.000248,,,,,,,,MWSC 1292,,,,False,101,NGC,2420,H101,open cluster
101,8133,NGC2421,OCl,1.9905341947096213,-0.35975162874420125,Pup,5.1,,,8.69,8.3,,,,,,0.343,-3.131,3.097,,,,,,,,,,MWSC 1277,,,,False,102,NGC,2421,H102,open cluster
102,8134,NGC2422,OCl,1.9922220735404041,-0.25276924817480323,Pup,19.8,,,4.42,4.4,,,,,,2.069,-7.02,0.959,34.0,0.000114,,,,047,2478,,,MWSC 1278,,,,False,103,NGC,2422,H103,open cluster
103,8135,NGC2423,OCl,1.9945280898146016,-0.24210334719039345,Pup,11.7,,,7.15,6.7,,,,,,1.0438,-0.734,-3.633,18.0,6.2e-05,,,,,,,,MWSC 1283,,,,False,104,NGC,2423,H104,open cluster
104,8152,NGC2438,PN,2.015156427132131,-0.2571878400644355,Pup,1.07,,,10.1,10.8,17.02,,,,,2.3687,-6.027,2.456,77.0,0.000257,,17.7,,,,,"HD 62099,BD -14 2129","IRAS 07395-1437,PN G231.8+04.1",,,,False,105,NGC,2438,H105,nebula
105,8154,NGC2440,PN,2.015517855731398,-0.3177977920357064,Pup,0.27,,,10.8,9.4,,,,,,,,,63.0,0.000209,,,17.65,,,,"BD -17 2105,HD 62166","ESO 560-009,IRAS 07396-1805,PN G234.8+02.4",,,,False,106,NGC,2440,H106,nebula
106,8193,NGC2479,OCl,2.0730199095999167,-0.3090595102473881,Pup,6.3,,,,9.6,,,,,,0.626,-4.318,1.053,,,,,,,,,,MWSC 1380,,,,False,107,NGC,2479,H107,open cluster
107,8196,NGC2482,OCl,2.073332614424232,-0.4233233074933702,Pup,6.6,,,7.71,7.3,,,,,,0.72,-4.722,2.189,39.0,0.000131,,,,,,,,MWSC 1382,,,,False,108,NGC,2482,H108,open cluster
108,8203,NGC2489,OCl,2.078028277332619,-0.5246605175599288,Pup,4.2,,,8.58,7.9,,,,,,0.465,-2.529,2.102,38.0,0.000126,,,,,,,,MWSC 1386,,,,False,109,NGC,2489,H109,open cluster
109,8220,NGC2506,OCl,2.094524547646052,-0.18796565786193487,Mon,10.8,,,8.28,7.6,,,,,,0.292,-2.571,3.912,85.0,0.000283,,,,,,,,"C 054,MWSC 1406",,,,False,110,NGC,2506,H110,open cluster
110,8223,NGC2509,OCl,2.0978726709277944,-0.33249443396486084,Pup,4.8,,,,9.3,,,,,,0.363,-2.708,0.764,61.0,0.000203,,,,,,,,MWSC 1410,,,,False,111,NGC,2509,H111,open cluster
111,8244,NGC2527,Dup,2.116079363908182,-0.49125200679467057,Pup,,,,,,,,,,,,,,,,,,,,2520,,,,,,,False,112,NGC,2527,H112,open cluster
112,8257,NGC2539,OCl,2.1407175951821684,-0.22376284563401966,Pup,12.3,,,7.05,6.5,,,,,,0.754,-2.331,-0.584,29.0,9.8e-05,,,,,,,,MWSC 1439,,,,False,113,NGC,2539,H113,open cluster
113,8266,NGC2548,OCl,2.154258441295558,-0.1003641890085717,Hya,28.2,,,6.11,5.8,,,,,,1.2897,-1.33,1.016,42.0,0.000138,,,,048,,,,MWSC 1454,,,,False,114,NGC,2548,H114,open cluster
114,8286,NGC2567,OCl,2.1754932805281553,-0.5346922822494472,Pup,6.0,,,7.77,7.4,,,,,,0.542,-2.955,2.58,37.0,0.000123,,,,,,,,MWSC 1467,,,,False,115,NGC,2567,H115,open cluster
115,8290,NGC2571,OCl,2.1770328063725186,-0.5192228473126042,Pup,7.2,,,7.16,7.0,,,,,,0.732,-4.902,4.246,44.0,0.000147,,,,,,,,MWSC 1469,,,,False,115,NGC,2571,H116,open cluster
116,8334,NGC2613,G,2.240045737354209,-0.40096612458900394,Pyx,7.62,1.79,113.0,11.11,10.38,7.83,7.12,6.83,23.28,Sb,,,,1676.0,0.005606,,,,,,,,"2MASX J08332284-2258252,ESO 495-018,ESO-LV 495-0180,IRAS 08311-2248,MCG -04-21-003,PGC 023997,UGCA 141",,,,False,116,NGC,2613,H117,open cluster
