,id,name,BRNtype,ra,dec,const,majax,minax,pa,bmag,vmag,jmag,hmag,kmag,sbrightn,hubble,parallax,pmra,pmdec,radvel,redshift,cstarumag,cstarbmag,cstarvmag,messier,ngc,ic,cstarnames,identifiers,commonnames,nednotes,ongcnotes,notngc,Id,CAT,CAT_ID,H_id,Name_type
117,8348,NGC2627,OCl,2.2569245256620376,-0.5227333831775183,Pyx,5.4,,,,8.4,,,,,,0.521,-2.381,2.879,29.0,9.6e-05,,,,,,,,"ESO 431-020,MWSC 1514",,,,False,118,NGC,2627,H118,open cluster
118,8377,NGC2655,G,2.337121677570655,1.3652503552285677,Cam,3.93,2.06,16.0,10.98,10.39,7.88,7.18,6.95,22.51,S0-a,,,,1410.0,0.004713,,,,,,,,"2MASX J08553773+7813230,IRAS 08491+7824,MCG +13-07-010,PGC 025069,UGC 04637",,,,False,119,NGC,2655,H119,galaxy
119,8404,NGC2681,G,2.328032148270373,0.8955924346041969,UMa,3.97,3.97,70.0,11.15,10.86,8.41,7.71,7.45,22.88,S0-a,,,,674.0,0.00225,,,,,,,,"2MASX J08533273+5118493,IRAS 08500+5130,MCG +09-15-041,PGC 024961,UGC 04645",,,,False,120,NGC,2681,H120,galaxy
120,8406,NGC2683,G,2.324293507568497,0.5833195792784147,Lyn,9.48,2.7,44.0,9.99,9.69,7.31,6.6,6.33,22.76,Sb,,,,409.0,0.001364,,,,,,,,"2MASX J08524134+3325184,IRAS 08495+3336,MCG +06-20-011,PGC 024930,UGC 04641",,,,False,121,NGC,2683,H121,galaxy
121,8471,NGC2742,G,2.3891761225113863,1.055563496077824,UMa,2.86,1.49,87.0,12.08,11.49,9.71,9.12,8.81,22.56,Sc,,,,1277.0,0.00427,,,,,,,,"2MASX J09073352+6028454,IRAS 09036+6040,MCG +10-13-057,PGC 025640,SDSS J090733.58+602846.0,UGC 04779",,,,False,122,NGC,2742,H122,galaxy
122,8500,NGC2768,G,2.40691812157843,1.0478472015292843,UMa,5.64,2.24,93.0,10.82,9.87,7.93,7.23,7.0,23.38,E,,,,1373.0,0.00459,,,,,,,,"2MASX J09113750+6002139,MCG +10-13-065,PGC 025915,SDSS J091137.39+600214.8,UGC 04821",,,,False,123,NGC,2768,H123,galaxy
123,8507,NGC2775,G,2.4012908891817917,0.12283530312799869,Cnc,4.25,3.36,159.0,11.14,10.24,7.92,7.41,7.04,22.88,Sab,,,,1350.0,0.004513,,,,,,,,"2MASX J09102011+0702165,C 048,IRAS 09076+0714,MCG +01-24-005,PGC 025861,SDSS J091020.13+070216.8,UGC 04820",,,,False,124,NGC,2775,H124,galaxy
124,8514,NGC2782,G,2.4176526236987166,0.7001160431945133,Lyn,3.25,2.41,20.0,12.32,12.36,9.79,9.12,8.87,23.47,SABa,,,,2538.0,0.008503,,,,,,,,"2MASX J09140511+4006496,IRAS 09108+4019,MCG +07-19-036,PGC 026034,SDSS J091405.13+400649.1,UGC 04862",,,,False,125,NGC,2782,H125,galaxy
125,8520,NGC2787,G,2.440450259832371,1.2078245655807658,UMa,3.24,1.81,114.0,11.6,11.25,8.22,7.52,7.26,22.84,S0-a,,,,695.0,0.00232,,,,,,,,"2MASX J09191853+6912122,IRAS 09148+6924,MCG +12-09-039,PGC 026341,UGC 04914",,,,False,126,NGC,2787,H126,galaxy
126,8548,NGC2811,G,2.426815602271687,-0.2847107127410239,Hya,3.05,1.03,20.0,12.25,11.45,8.94,8.23,7.98,22.93,SBa,,,,2431.0,0.008142,,,,,,,,"2MASX J09161109-1618457,IRAS 09138-1606,MCG -03-24-003,PGC 026151,UGCA 155",,,,False,127,NGC,2811,H127,galaxy
127,8582,NGC2841,G,2.4523788580492303,0.8897082509565706,UMa,6.9,3.31,147.0,10.06,10.18,7.01,6.3,6.06,22.48,SBb,,,,569.0,0.0019,,,,,,,,"2MASX J09220265+5058353,IRAS 09185+5111,MCG +09-16-005,PGC 026512,SDSS J092202.66+505835.7,UGC 04966",,,,False,128,NGC,2841,H128,galaxy
128,8600,NGC2859,G,2.462261784938649,0.6023742113870629,LMi,3.19,2.78,85.0,11.87,10.94,8.91,8.23,8.04,23.11,S0-a,,,,1678.0,0.005614,,,,,,,,"2MASX J09241854+3430481,MCG +06-21-030,PGC 026649,SDSS J092418.53+343048.5,UGC 05001",,,,False,129,NGC,2859,H129,galaxy
129,8646,NGC2903,G,2.496556050299294,0.3752603335892141,Leo,11.94,5.28,22.0,9.53,8.91,6.95,6.33,6.04,23.02,Sbc,,,,556.0,0.001855,,,,,2905,,,"2MASX J09321011+2130029,IRAS 09293+2143,MCG +04-23-009,PGC 027077,UGC 05079",,,,False,130,NGC,2903,H130,galaxy
130,8695,NGC2950,G,2.5420102417853996,1.027148566227994,UMa,2.62,1.65,142.0,11.93,11.03,8.83,8.16,7.89,22.74,S0,,,,1369.0,0.004576,,,,,,,,"2MASX J09423511+5851043,MCG +10-14-032,PGC 027765,SDSS J094235.14+585104.5,UGC 05176",,,,False,131,NGC,2950,H131,galaxy
131,8711,NGC2964,G,2.5433977785407347,0.5558417942741696,Leo,2.92,2.18,97.0,12.04,11.37,9.29,8.61,8.36,22.88,Sbc,,,,1314.0,0.004393,,,,,,,,"2MASX J09425425+3150499,IRAS 09399+3204,MCG +05-23-027,PGC 027777,UGC 05183",,One of two 6cm sources associated with [WB92] 0940+3206,,False,132,NGC,2964,H132,galaxy
132,8721,NGC2974,G,2.5418742515478483,-0.0645621530996758,Sex,3.48,2.13,44.0,11.88,10.89,7.25,6.86,6.26,23.42,E,,,,1966.0,0.006578,,,,,2652,,,"2MASX J09423326-0341568,IRAS 09400-0328,MCG +00-25-008,PGC 027762,UGCA 172",,,,False,133,NGC,2974,H133,galaxy
133,8723,NGC2976,G,2.5623949602281715,1.1853646021760045,UMa,5.77,3.01,143.0,10.81,10.16,8.35,7.72,7.52,22.81,Sc,,,,12.0,4e-05,,,,,,,,"2MASX J09471545+6754589,IRAS 09431+6809,MCG +11-12-025,PGC 028120,SDSS J094715.31+675500.0,UGC 05221",,,,False,134,NGC,2976,H134,galaxy
134,8732,NGC2985,G,2.575977257911296,1.2615002274711271,UMa,3.61,2.92,177.0,11.21,10.51,8.31,7.49,7.36,22.6,Sab,,,,1288.0,0.004306,,,,,,,,"2MASX J09502223+7216431,IRAS 09459+7230,MCG +12-10-006,PGC 028316,UGC 05253",,,,False,135,NGC,2985,H135,galaxy
135,8783,NGC3034,G,2.600011896152301,1.2161347568886645,UMa,10.99,5.11,66.0,8.94,8.3,5.84,5.07,4.67,22.22,S?,,,,219.0,0.00073,,,,082,,,,"2MASX J09555243+6940469,IRAS 09517+6954,MCG +12-10-011,PGC 028655,SDSS J095551.73+694048.6,UGC 05322",Cigar Galaxy,,,False,136,NGC,3034,H136,Cigar Galaxy
136,8834,NGC3077,G,2.6324706569162655,1.1996331536247393,UMa,5.21,4.32,49.0,10.63,9.88,8.12,7.55,7.3,22.8,S?,,,,12.0,4e-05,,,,,,,,"2MASX J10031907+6844022,IRAS 09592+6858,MCG +12-10-017,PGC 029146,SDSS J100318.96+684403.9,UGC 05398",,,,False,137,NGC,3077,H137,galaxy
137,8836,NGC3079,G,2.6265605357367,0.9717954490009937,UMa,8.18,1.29,166.0,11.41,10.71,8.44,7.64,7.26,23.17,SBc,,,,1127.0,0.003766,,,,,,,,"2MASX J10015792+5540480,IRAS 09585+5555,MCG +09-17-010,PGC 029050,SDSS J100157.94+554047.8,UGC 05387",,,,False,138,NGC,3079,H138,galaxy
138,8874,NGC3115,G,2.6408271479307097,-0.13471469275622566,Sex,7.1,3.01,43.0,10.08,9.09,6.79,6.12,5.88,23.02,E-S0,,,,665.0,0.002222,,,,,,,,"2MASX J10051397-0743068,C 053,MCG -01-26-018,PGC 029265,UGCA 199",Spindle Galaxy,,,False,139,NGC,3115,H139,Spindle Galaxy
139,8908,NGC3147,G,2.6917085861699968,1.2810847609332279,Dra,4.11,3.55,152.0,11.26,11.94,8.37,7.76,7.41,22.95,Sbc,,,,2791.0,0.009353,,,,,,,,"2MASX J10165363+7324023,IRAS 10126+7339,MCG +12-10-025,PGC 030019,UGC 05532",,,,False,140,NGC,3147,H140,galaxy
140,8927,NGC3166,G,2.678033204260099,0.05977267874399469,Sex,4.5,2.84,87.0,11.42,10.62,8.17,7.49,7.21,23.27,S0-a,,,,1328.0,0.00444,,,,,,,,"2MASX J10134567+0325288,IRAS 10111+0340,MCG +01-26-024,PGC 029814,SDSS J101345.77+032529.8,SDSS J101345.78+032529.9,UGC 05516",,Multiple SDSS entries describe this object.,,False,141,NGC,3166,H141,galaxy
141,8930,NGC3169,G,2.680174868696401,0.060494566315166795,Sex,4.34,2.65,49.0,11.25,10.89,8.25,7.56,7.28,22.93,Sa,,,,1251.0,0.00418,,,,,,,,"2MASX J10141509+0327580,IRAS 10116+0342,MCG +01-26-026,PGC 029855,SDSS J101414.21+032802.6,SDSS J101415.04+032758.0,UGC 05525",,,,False,142,NGC,3169,H142,galaxy
142,8945,NGC3184,G,2.697759788130765,0.7229861589734933,UMa,7.4,7.18,117.0,10.41,9.84,8.08,7.43,7.23,23.47,SABc,,,,590.0,0.00197,,,,,,,,"2MASX J10181698+4125277,IRAS 10152+4140,MCG +07-21-037,PGC 030087,SDSS J101816.90+412527.5,UGC 05557",,IRAS source is extended over optical size of galaxy.,,False,143,NGC,3184,H143,galaxy
143,8952,NGC3190,Dup,2.6969431194849363,0.38104561524589425,Leo,,,,,,,,,,,,,,,,,,,,3189,,,,,,,False,144,NGC,3190,H144,galaxy
144,8955,NGC3193,G,2.698344473430183,0.3821219016179574,Leo,2.36,2.16,20.0,11.99,11.02,8.86,8.19,7.98,22.73,E,,,,1378.0,0.004607,,,,,,,,"2MASX J10182488+2153383,MCG +04-24-027,PGC 030099,UGC 05562",,,,False,145,NGC,3193,H145,galaxy
145,8960,NGC3198,G,2.7048930942277702,0.7949906868918816,UMa,6.46,1.84,30.0,10.9,10.38,8.73,8.06,7.78,22.68,Sc,,,,680.0,0.00227,,,,,,,,"2MASX J10195499+4532588,IRAS 10168+4548,MCG +08-19-020,PGC 030197,SDSS J101954.92+453259.0,SDSS J101954.92+453259.1,UGC 05572",,,,False,146,NGC,3198,H146,galaxy
146,8988,NGC3226,G,2.720314532610183,0.34729482602177275,Leo,3.13,2.26,13.0,12.36,12.95,9.41,8.89,8.57,23.69,E,,,,1266.0,0.00423,,,,,,,,"2MASX J10232701+1953543,MCG +03-27-015,PGC 030440,SDSS J102326.99+195354.6,SDSS J102326.99+195354.7,UGC 05617",,,,False,147,NGC,3226,H147,galaxy
147,8989,NGC3227,G,2.720574150336418,0.3467106255360358,Leo,3.98,1.86,156.0,11.55,11.72,11.27,10.53,9.92,22.88,SABa,,,,1091.0,0.00365,,,,,,,,"2MASX J10233060+1951538,IRAS 10207+2007,MCG +03-27-016,PGC 030445,SDSS J102330.57+195154.3,UGC 05620",,,,False,148,NGC,3227,H148,galaxy
148,9004,NGC3242,PN,2.726064665274983,-0.3253681576662318,Hya,0.42,,,8.6,7.7,12.1,12.46,11.75,,,0.6819,-4.557,0.66,5.0,1.6e-05,,12.02,12.31,,,,"BD -17 3140,HD 90255,SAO 155965","C 059,ESO 568-005,IRAS 10223-1823,PN G261.0+32.0",Jupiter's Ghost Nebula,,,False,149,NGC,3242,H149,Ghost of Jupiter
149,9007,NGC3245,G,2.7371409610404522,0.4975487668849213,LMi,3.61,2.3,176.0,11.66,10.75,8.79,8.1,7.86,23.17,S0,,,,1332.0,0.004453,,,,,,,,"2MASX J10271836+2830267,IRAS 10245+2845,MCG +05-25-013,PGC 030744,SDSS J102718.40+283026.6,UGC 05663",,,,False,150,NGC,3245,H150,galaxy
150,9053,NGC3277,G,2.7616526559436694,0.49762342819181216,LMi,2.11,1.59,29.0,12.47,11.65,9.83,9.16,8.93,22.66,Sab,,,,1415.0,0.00473,,,,,,,,"2MASX J10325545+2830422,IRAS 10301+2846,MCG +05-25-022,PGC 031166,UGC 05731",,,,False,151,NGC,3277,H151,galaxy
151,9079,NGC3294,G,2.7762552440186887,0.6514388103563913,LMi,3.08,1.6,119.0,12.14,11.68,9.37,8.62,8.38,22.78,SABc,,,,1564.0,0.00523,,,,,,,,"2MASX J10361626+3719285,IRAS 10333+3734,MCG +06-23-021,PGC 031428,SDSS J103616.24+371928.8,SDSS J103616.25+371928.9,UGC 05753",,The position in 1987A&AS...70..191S is 13 arcsec southeast of the nucleus.,,False,152,NGC,3294,H152,galaxy
152,9097,NGC3310,G,2.787135190243308,0.9338102970860618,UMa,1.8,1.73,10.0,11.28,11.61,9.46,8.88,8.62,21.27,SABb,,,,1007.0,0.003366,,,,,,,,"2MASX J10384585+5330118,IRAS 10356+5345,MCG +09-18-008,PGC 031650,SDSS J103845.85+533012.1,UGC 05786",,,,False,153,NGC,3310,H153,galaxy
153,9135,NGC3344,G,2.8078820645058693,0.43497483469147574,LMi,6.7,6.37,150.0,10.5,9.98,8.2,7.65,7.44,23.33,Sbc,,,,584.0,0.001951,,,,,,,,"2MASX J10433114+2455199,IRAS 10407+2511,MCG +04-25-046,PGC 031968,UGC 05840",,,,False,154,NGC,3344,H154,galaxy
154,9171,NGC3377,G,2.8261483895690334,0.24410029474288358,Leo,3.87,1.87,36.0,11.13,10.27,8.29,7.63,7.44,22.89,E,,,,695.0,0.002322,,,,,,,,"2MASX J10474239+1359083,MCG +02-28-009,PGC 032249,UGC 05899",,,,False,155,NGC,3377,H155,galaxy
155,9174,NGC3379,G,2.8266763516677615,0.219590539094391,Leo,4.89,4.25,71.0,10.23,9.27,7.17,6.49,6.27,22.54,E,,,,875.0,0.002922,,,,105,,,,"2MASX J10474959+1234538,MCG +02-28-011,PGC 032256,UGC 05902",,,,False,156,NGC,3379,H156,galaxy
156,9179,NGC3384,G,2.8286616636919053,0.22042247937117498,Leo,5.24,2.37,53.0,10.89,9.96,7.67,7.0,6.75,23.17,E-S0,,,,731.0,0.002442,,,,,3371,,,"2MASX J10481689+1237454,MCG +02-28-012,PGC 032292,SDSS J104816.88+123745.3,UGC 05911",,Identification as NGC 3371 is not certain.,,False,157,NGC,3384,H157,galaxy
157,9190,NGC3395,G,2.835440813394859,0.5756595231168842,LMi,1.6,0.89,40.0,12.39,12.06,10.76,10.11,9.95,21.65,Sc,,,,1630.0,0.00545,,,,,,2613,,"2MASX J10495011+3258582,MCG +06-24-017,PGC 032424,UGC 05931",,,,False,158,NGC,3395,H158,galaxy
158,9211,NGC3412,G,2.840034665430213,0.234085983345885,Leo,3.96,2.17,155.0,11.44,10.53,8.53,7.86,7.67,23.14,S0,,,,864.0,0.002885,,,,,,,,"2MASX J10505331+1324437,MCG +02-28-016,PGC 032508,SDSS J105053.27+132443.6,UGC 05952",,,,False,159,NGC,3412,H159,galaxy
159,9213,NGC3414,G,2.8417021820863893,0.4882577975001381,LMi,2.67,1.37,9.0,12.06,11.09,8.89,8.22,7.98,22.89,S0,,,,1450.0,0.00485,,,,,,,,"2MASX J10511624+2758298,MCG +05-26-021,PGC 032533,SDSS J105116.20+275830.3,UGC 05959",,,,False,160,NGC,3414,H160,galaxy
160,9232,NGC3432,G,2.847150518234698,0.6391182402783547,LMi,7.41,2.08,33.0,11.66,11.27,9.91,9.29,9.06,23.63,SBm,,,,618.0,0.002064,,,,,,,,"2MASX J10523113+3637076,IRAS 10497+3653,MCG +06-24-028,PGC 032643,UGC 05986",,,,False,161,NGC,3432,H161,galaxy
161,9288,NGC3486,G,2.8815291411758563,0.5057115748337625,LMi,5.82,4.12,80.0,11.07,10.57,8.93,8.16,8.0,23.35,Sc,,,,680.0,0.002272,,,,,,,,"2MASX J11002394+2858293,IRAS 10576+2914,MCG +05-26-032,PGC 033166,SDSS J110023.86+285830.4,UGC 06079",,,,False,162,NGC,3486,H162,galaxy
162,9291,NGC3489,G,2.881143714299374,0.24262209782918062,Leo,3.44,2.03,70.0,11.06,10.23,8.27,7.55,7.37,22.44,S0-a,,,,696.0,0.002325,,,,,,,,"2MASX J11001858+1354045,MCG +02-28-039,PGC 033160,UGC 06082",,,,False,163,NGC,3489,H163,galaxy
163,9308,NGC3504,G,2.893698449385387,0.48821222501411377,LMi,2.48,2.24,150.0,11.62,12.18,9.24,8.61,8.27,22.27,Sab,,,,1526.0,0.005104,,,,,,,,"2MASX J11031119+2758207,IRAS 11004+2814,MCG +05-26-039,PGC 033371,SDSS J110311.24+275820.2,UGC 06118",,,,False,164,NGC,3504,H164,galaxy
164,9325,NGC3521,G,2.905142718734818,-0.0006258944623124109,Leo,8.32,4.47,162.0,9.9,9.11,6.74,6.03,5.78,22.75,SABb,,,,797.0,0.002663,,,,,,,,"2MASX J11054859-0002092,IRAS 11032+0014,MCG +00-28-030,PGC 033550,UGC 06150",,Extended HIPASS source,,False,165,NGC,3521,H165,galaxy
165,9367,NGC3556,G,2.930042022176082,0.9716965470100475,UMa,3.98,1.66,79.0,10.7,10.05,8.02,7.37,7.04,21.7,Sc,,,,697.0,0.002328,,,,108,,,,"2MASX J11113096+5540268,IRAS 11085+5556,MCG +09-18-098,PGC 034030,SDSS J111131.06+554027.4,UGC 06225",,,,False,166,NGC,3556,H166,galaxy
166,9407,NGC3593,G,2.9435705055406034,0.22371048575645983,Leo,4.69,1.85,91.0,11.85,10.91,8.41,7.63,7.42,23.82,S0-a,,,,626.0,0.002091,,,,,,,,"2MASX J11143700+1249048,IRAS 11119+1305,MCG +02-29-014,PGC 034257,SDSS J111436.99+124903.6,SDSS J111437.00+124903.6,UGC 06272",,,,False,167,NGC,3593,H167,galaxy
167,9421,NGC3607,G,2.9535799688007907,0.3150624732468864,Leo,4.59,4.03,120.0,10.93,10.0,7.91,7.28,6.99,22.99,E-S0,,,,953.0,0.00319,,,,,,,,"2MASX J11165465+1803065,MCG +03-29-020,PGC 034426,SDSS J111654.63+180306.3,UGC 06297",,,,False,168,NGC,3607,H168,galaxy
168,9422,NGC3608,G,2.9538934008456277,0.31675447299395865,Leo,3.18,2.67,78.0,11.57,10.63,8.95,8.38,8.1,22.95,E,,,,1185.0,0.003959,,,,,,,,"2MASX J11165896+1808547,MCG +03-29-022,PGC 034433,SDSS J111658.95+180855.2,UGC 06299",,,,False,169,NGC,3608,H169,galaxy
169,9424,NGC3610,G,2.9601707683886342,1.0260141022141975,UMa,2.39,2.37,135.0,11.63,10.77,8.84,8.17,7.91,22.39,E,,,,1765.0,0.005904,,,,,,,,"2MASX J11182527+5847104,MCG +10-16-107,PGC 034566,SDSS J111825.27+584710.6,UGC 06319",,,,False,170,NGC,3610,H170,galaxy
170,9427,NGC3613,G,2.9609590754341184,1.0122909661567112,UMa,3.55,1.78,100.0,11.74,10.81,8.93,8.24,8.0,23.31,E,,,,2013.0,0.006738,,,,,,,,"2MASX J11183613+5759597,MCG +10-16-109,PGC 034583,SDSS J111836.10+580000.0,UGC 06323",,,,False,171,NGC,3613,H171,galaxy
171,9434,NGC3619,G,2.9642642927050824,1.008064360484798,UMa,3.89,3.08,25.0,12.53,,9.57,8.87,8.58,24.2,S0-a,,,,1567.0,0.00524,,,,,,,,"2MASX J11192162+5745276,IRAS 11164+5802,MCG +10-16-115,PGC 034641,SDSS J111921.56+574528.1,UGC 06330",,,,False,172,NGC,3619,H172,galaxy
172,9436,NGC3621,G,2.9595337232116563,-0.5727133103767815,Hya,9.79,4.03,161.0,10.1,9.55,7.46,6.8,6.6,23.03,SBcd,,,,730.0,0.002437,,,,,,,,"2MASX J11181630-3248453,ESO 377-037,ESO-LV 377-0370,IRAS 11158-3232,MCG -05-27-008,PGC 034554,UGCA 232",,,,False,173,NGC,3621,H173,galaxy
173,9441,NGC3626,G,2.9673367994091144,0.32038718190651244,Leo,2.94,1.94,157.0,11.8,10.98,9.1,8.45,8.16,22.86,S0-a,,,,1488.0,0.004977,,,,,3632,,,"2MASX J11200379+1821244,C 040,MCG +03-29-032,PGC 034684,SDSS J112003.81+182124.6,UGC 06343",,,,False,174,NGC,3626,H174,galaxy
174,9443,NGC3628,G,2.9682938216156245,0.23718491239553718,Leo,11.04,3.44,104.0,9.97,9.45,7.17,6.38,6.07,23.13,SBb,,,,862.0,0.00288,,,,,,,,"2MASX J11201701+1335221,IRAS 11176+1351,MCG +02-29-020,PGC 034697,SDSS J112017.01+133522.8,SDSS J112017.01+133522.9,UGC 06350",,,,False,175,NGC,3628,H175,galaxy
175,9446,NGC3631,G,2.9716317638100636,0.9279838062664872,UMa,3.72,3.08,118.0,10.71,10.42,8.91,8.22,7.99,22.15,Sc,,,,1149.0,0.00384,,,,,,,,"2MASX J11210294+5310099,IRAS 11181+5326,MCG +09-19-047,PGC 034767,SDSS J112102.87+531010.4,UGC 06360",,One of two 6cm sources associated with [WB92] 1117+5321,,False,176,NGC,3631,H176,galaxy
176,9455,NGC3640,G,2.971921197577686,0.0564584924199299,Leo,4.33,3.81,98.0,11.34,10.41,8.44,7.79,7.52,23.38,E,,,,1315.0,0.004396,,,,,,,,"2MASX J11210685+0314051,MCG +01-29-033,PGC 034778,UGC 06368",,,,False,177,NGC,3640,H177,galaxy
177,9472,NGC3655,G,2.9797584531396626,0.2895506077195404,Leo,1.45,1.0,32.0,12.32,11.67,9.8,9.11,8.83,21.56,Sc,,,,1498.0,0.00501,,,,,,,,"2MASX J11225460+1635246,IRAS 11202+1651,MCG +03-29-039,PGC 034935,SDSS J112254.61+163524.0,SDSS J112254.61+163524.1,UGC 06396",,Multiple SDSS entries describe this object.,,False,178,NGC,3655,H178,galaxy
178,9483,NGC3665,G,2.9876887929284117,0.6765395538821565,UMa,4.06,3.0,29.0,11.78,10.83,8.62,7.93,7.68,23.55,S0,,,,1987.0,0.00665,,,,,,,,"2MASX J11244363+3845460,IRAS 11220+3902,MCG +07-24-003,PGC 035064,SDSS J112443.66+384546.0,UGC 06426",,,,False,179,NGC,3665,H179,galaxy
179,9494,NGC3675,G,2.993863622377863,0.7607177533332052,UMa,5.9,3.27,178.0,10.96,10.09,7.84,7.1,6.86,23.13,Sb,,,,761.0,0.002542,,,,,,,,"2MASX J11260858+4335093,IRAS 11234+4351,MCG +07-24-004,PGC 035164,SDSS J112608.55+433509.6,UGC 06439",,,,False,180,NGC,3675,H180,galaxy
180,9506,NGC3686,G,3.000800578934019,0.30061890405927105,Leo,2.88,2.18,21.0,12.0,11.43,9.44,8.69,8.49,22.82,SBbc,,,,1153.0,0.003853,,,,,,,,"2MASX J11274394+1713266,IRAS 11251+1729,MCG +03-29-051,PGC 035268,SDSS J112743.97+171327.0,UGC 06460",,,,False,181,NGC,3686,H181,galaxy
181,9550,NGC3726,G,3.0253188188219307,0.820814287616181,UMa,5.27,3.54,14.0,10.66,10.49,8.62,7.93,7.78,22.7,Sc,0.3384,0.886,2.183,860.0,0.002872,,,,,,,,"2MASX J11332117+4701447,IRAS 11306+4718,MCG +08-21-051,PGC 035676,SDSS J113321.12+470145.1,UGC 06537",,The Bologna position is 7 arcsec southwest of the center.,,False,182,NGC,3726,H182,galaxy
182,9553,NGC3729,G,3.027369580693024,0.9272158613956097,UMa,2.89,2.09,14.0,11.72,11.56,9.36,8.73,8.73,22.59,Sa,,,,1016.0,0.003396,,,,,,,,"2MASX J11334932+5307317,IRAS 11310+5324,MCG +09-19-117,PGC 035711,SDSS J113349.32+530731.9,UGC 06547",,,,False,183,NGC,3729,H183,galaxy
183,9641,NGC3810,G,3.0585993387753763,0.2002091425646751,Leo,3.35,2.29,28.0,11.28,10.75,8.84,8.29,7.95,22.32,Sc,,,,988.0,0.0033,,,,,,,,"2MASX J11405873+1128160,IRAS 11383+1144,MCG +02-30-010,PGC 036243,SDSS J114058.75+112816.0,SDSS J114058.75+112816.1,SDSS J114058.76+112816.1,UGC 06644",,,,False,184,NGC,3810,H184,galaxy
184,9644,NGC3813,G,3.0600465076134884,0.6378620880305997,UMa,2.12,1.22,85.0,12.28,11.7,9.81,9.14,8.86,22.24,Sb,,,,1462.0,0.00489,,,,,,,,"2MASX J11411865+3632481,MCG +06-26-019,PGC 036266,SDSS J114118.65+363248.4,UGC 06651",,,,False,185,NGC,3813,H185,galaxy
185,9712,NGC3877,G,3.081066089571673,0.8289324927063603,UMa,5.36,1.23,36.0,11.8,11.0,8.76,8.02,7.75,23.01,Sc,,,,904.0,0.00302,,,,,,,,"2MASX J11460778+4729401,IRAS 11434+4746,MCG +08-22-002,PGC 036699,SDSS J114607.79+472941.1,SDSS J114607.80+472941.1,SDSS J114607.80+472941.2,UGC 06745",,,,False,186,NGC,3877,H186,galaxy
186,9728,NGC3893,G,3.092010031202199,0.8501644230568712,UMa,2.69,1.43,158.0,10.82,10.63,8.77,8.08,7.89,21.19,SABc,,,,970.0,0.003242,,,,,,,,"2MASX J11483820+4842388,IRAS 11460+4859,MCG +08-22-007,PGC 036875,UGC 06778",,,,False,187,NGC,3893,H187,galaxy
187,9733,NGC3898,G,3.094713837101747,0.9788567602663543,UMa,3.47,2.11,107.0,11.26,10.72,8.58,7.89,7.66,22.41,Sab,,,,1176.0,0.003929,,,,,,,,"2MASX J11491536+5605036,MCG +09-19-204,PGC 036921,SDSS J114915.24+560504.2,UGC 06787",,,,False,188,NGC,3898,H188,galaxy
188,9735,NGC3900,G,3.094284049773443,0.4716233552875888,Leo,2.55,1.25,2.0,12.29,11.44,9.62,8.98,8.7,22.91,S0-a,,,,1785.0,0.005971,,,,,,,,"2MASX J11490943+2701194,MCG +05-28-034,PGC 036914,SDSS J114909.46+270119.3,UGC 06786",,,,False,189,NGC,3900,H189,galaxy
189,9748,NGC3912,Dup,3.0982830354220754,0.46215009595870843,Leo,,,,,,,,,,,,,,,,,,,,3899,,,,,,,False,190,NGC,3912,H190,galaxy
190,9748,NGC3912,Dup,3.0982830354220754,0.46215009595870843,Leo,,,,,,,,,,,,,,,,,,,,3899,,,,,,,False,191,NGC,3912,H191,galaxy
191,9779,NGC3941,G,3.1107119613578402,0.645533294906796,UMa,3.51,2.33,10.0,11.28,10.37,8.24,7.56,7.32,22.73,S0,,,,920.0,0.003075,,,,,,,,"2MASX J11525536+3659109,MCG +06-26-051,PGC 037235,SDSS J115255.35+365910.7,UGC 06857",,,,False,192,NGC,3941,H192,galaxy
192,9783,NGC3945,G,3.1120478654561374,1.0589882199211815,UMa,5.55,3.29,15.0,11.7,10.75,8.52,7.61,7.53,24.12,S0-a,,,,1242.0,0.004153,,,,,,,,"2MASX J11531372+6040320,IRAS 11506+6056,MCG +10-17-096,PGC 037258,UGC 06860",,,,False,193,NGC,3945,H193,galaxy
193,9787,NGC3949,G,3.114083355696276,0.835291793761474,UMa,2.26,1.32,116.0,11.37,10.89,9.44,8.8,8.6,21.46,Sbc,,-0.994,-1.944,798.0,0.002665,,,,,,,,"2MASX J11534174+4751316,IRAS 11510+4808,MCG +08-22-029,PGC 037290,SDSS J115341.72+475131.3,UGC 06869",,,,False,194,NGC,3949,H194,galaxy
194,9791,NGC3953,G,3.114606954471874,0.9132745591816239,UMa,6.14,3.13,14.0,10.48,10.1,7.92,7.33,7.05,22.64,Sbc,,,,1050.0,0.003509,,,,,,,,"2MASX J11534902+5219355,IRAS 11511+5236,MCG +09-20-026,PGC 037306,SDSS J115349.00+521936.6,UGC 06870",,,,False,195,NGC,3953,H195,galaxy
195,9800,NGC3962,G,3.118328869101752,-0.24391024777988865,Crt,4.17,3.0,10.0,11.61,10.65,8.56,7.89,7.67,23.56,E,,,,1815.0,0.006074,,,,,,,,"2MASX J11544010-1358299,MCG -02-30-040,PGC 037366,UGCA 253",,,,False,196,NGC,3962,H196,galaxy
